useridentifier,;Name,;Store Number,;Phone Number,;Street Combined,;Street 1,;City,;Country Subdivision,;Country,;Postal Code,;Coordinates,;Latitude,;Longitude,
88873,;Jusco Ipoh Station 18,;16720-174806,;05-3217843,;No. 2 Susuran Stesen 18 Station 18 Lot G66 Ground Floor,;No. 2 Susuran Stesen 18 Station 18,;Ipoh,;8,;MY,;31650,;(4.59742879867554 101.090324401855),;4.597428798675537,;101.09032440185547,
88881,;Setia City Mall,;17171-156708,;03-33456195,;No.7 Persiaran Setia Dagang Seksyen U1 Lot LG-33,;No.7 Persiaran Setia Dagang Seksyen U1,;Shah Alam,;10,;MY,;40170,;(3.10871005058289 101.461128234863),;3.108710050582886,;101.46112823486328,
88955,;Paradigm Mall,;16970-162284,;03-78867598,;No. 1 Jalan SS7/26A Kelana Jaya Lot No. GB 01A & GB 16 Ground Floor,;No. 1 Jalan SS7/26A Kelana Jaya,;Petaling Jaya,;10,;MY,;47301,;(3.10516905784607 101.595962524414),;3.105169057846069,;101.59596252441406,
89387,;Wisma HB,;17252-180646,;03-21813063,;Megan Avenue II 12 Jalan Yap Kwan Seng A-0-1 Ground Floor Block A,;Megan Avenue II 12 Jalan Yap Kwan Seng,;Kuala Lumpur,;14,;MY,;50450,;(3.16222095489502 101.71329498291),;3.16222095489502,;101.71329498291016,
89631,;Prima 5 D/T,;17454-177446,;03-83189395,;Block  3505 Jalan Teknokrat 5 Prima 5C,;Block  3505 Jalan Teknokrat 5,;Cyberjaya,;10,;MY,;63000,;(2.921541929245 101.655586242676),;2.921541929244995,;101.65558624267578,
89874,;Cenang Mall,;17250-180648,;04-9551540,;Lot 2605 Jalan Pantai Cenang Mukim Keda Lot GF1a GF1b & GF1c CenangMallLangkawi,;Lot 2605 Jalan Pantai Cenang Mukim Keda,;Langkawi,;2,;MY,;7000,;(6.29495000839233 99.7251739501953),;6.294950008392334,;99.725173950195312,
90307,;Suria Sabah,;18213-188744,;088-486260,;Suria Sabah Shopping Mall G-2 & G-69 Ground Floor,;Suria Sabah Shopping Mall,;Kota Kinabalu,;12,;MY,;88000,;(5.98738193511963 116.077033996582),;5.987381935119629,;116.07703399658203,
91308,;Shaftsbury,;17444-158465,;03-83223973,;Cyber 6 Persiaran Multimedia Lot 2350,;Cyber 6 Persiaran Multimedia,;Cyberjaya,;10,;MY,;63000,;(2.89846992492676 101.648849487305),;2.898469924926758,;101.64884948730469,
91766,;Menara Olympia,;18504-191664,;03-20221185,;No. 8 Jalan Raja Chulan Level 1,;No. 8 Jalan Raja Chulan,;Kuala Lumpur,;14,;MY,;50200,;(3.14945006370544 101.700622558594),;3.149450063705444,;101.70062255859375,
94734,;Petronas PLUS D/T,;18241-173545,;03-89382297,;KM305Plus Arah Selatan Mukim Kajang Stesen Minyak Petronas,;KM305Plus Arah Selatan Mukim Kajang,;Selangor,;10,;MY,;43300,;(3.00592994689941 101.725433349609),;3.005929946899414,;101.72543334960938,
94911,;Borders Queensbay Mall,;31428-196124,;04-6411148,;100 Persiaran Bayan Indah Lot 1F-91 & 92 QueensBay Mall,;100 Persiaran Bayan Indah,;Bayan Lepas,;7,;MY,;11900,;(5.33668088912964 100.306686401367),;5.336680889129639,;100.30668640136719,
94953,;Plaza Merdeka,;17883-176424,;082-239785,;Plaza Merdeka88 Jalan Pearl Lot G-46 Ground Floor,;Plaza Merdeka88 Jalan Pearl,;Kuching,;13,;MY,;93000,;(1.55894494056702 110.344078063965),;1.558944940567017,;110.34407806396484,
113407,;AEON Seri Manjung,;18283-189684,;05-6870143,;Pusat Perniagaan Manjung Point 3 Lot G65,;Pusat Perniagaan Manjung Point 3,;Seri Manjung,;8,;MY,;32040,;(4.22076892852783 100.671867370605),;4.220768928527832,;100.67186737060547,
113539,;Tanjong Tokong D/T,;17884-184365,;04-8906008,;4-G Jalan Pantai Molek Tanjung Tokong,;4-G Jalan Pantai Molek,;Penang,;6,;MY,;10470,;(5.45452785491943 100.306617736816),;5.454527854919434,;100.30661773681641,
113557,;Bukit Bintang,;18713-194405,;03-21410199,;Jalan Bukit Bintang Ground Floor,;Jalan Bukit Bintang,;Kuala Lumpur,;14,;MY,;55100,;(3.14606809616089 101.710830688477),;3.146068096160889,;101.71083068847656,
113558,;Scott Garden,;18780-195207,;03-79800142,;Jalan Klang Lama S-G-09,;Jalan Klang Lama,;Kuala Lumpur,;14,;MY,;58000,;(3.09540700912476 101.67504119873),;3.095407009124756,;101.67504119873047,
113996,;Melaka Raya,;15524-193325,;06-2814628,;No. 161 Jalan Merdeka Taman Melaka Raya,;No. 161 Jalan Merdeka,;Melaka,;4,;MY,;75000,;(2.18610095977783 102.260482788086),;2.186100959777832,;102.26048278808594,
113999,;Penang International Airport,;18368-190504,;04-6446818,;Domestic Airside Penang International Airport Lot L2A FB08. Bayan Lepas,;Domestic Airside Penang International,;Penang,;7,;MY,;11900,;(5.29419612884521 100.265632629395),;5.294196128845215,;100.26563262939453,
1006331,;Puteri Harbour,;19396-201906,;,;Persiaran Puteri Selatan Puteri Harbour Lot 1D Ground Floor,;Persiaran Puteri Selatan Puteri Harbour,;Nusajaya,;1,;MY,;79000,;(1.4168289899826 103.658401489258),;1.416828989982605,;103.65840148925781,
1005246,;Setia Walk,;2121-135927,;03-58853110,;Persiaran Wawasan Pusat Bandar Puchong G-01G,;Persiaran Wawasan Pusat Bandar Puchong,;Puchong,;10,;MY,;47160,;(3.0366199016571 101.625587463379),;3.036619901657104,;101.62558746337891,
1005448,;Summer Mall,;18641-193904,;,;Jalan Dato Mohd Musa G25G25G27G98&G9 G25G25G27G98&G99,;Jalan Dato Mohd Musa G25G25G27G98&G9,;Kota Samarahan,;13,;MY,;93350,;(1.46085202693939 110.431297302246),;1.460852026939392,;110.43129730224609,
1005468,;Gurney Paragon,;20851-208705,;,;G-30 Gurney Paragon Persiaran Gurney,;G-30 Gurney Paragon,;Penang,;7,;MY,;10250,;(5.43444108963013 100.308639526367),;5.434441089630127,;100.30863952636719,
1005472,;SOHO KL,;21220-210284,;,;Solaris Mont Kiara No.2 Jalan Solaris Mont Kiara,;Solaris Mont Kiara,;Kuala Lumpur,;14,;MY,;50480,;(3.17519211769104 101.660278320313),;3.17519211769104,;101.6602783203125,
1005752,;Petronas Lingkaran Karak,;20856-208706,;,;Lebuhraya KL-KarakMukim Setapak Gombak,;Lebuhraya KL-KarakMukim Setapak Gombak,;Selangor,;10,;MY,;68100,;(1.46423804759979 103.761840820313),;1.464238047599792,;103.7618408203125,
1005951,;Port Dickson,;19790-202844,;,;PD Waterfront HS(D) 8376 PT 74 Port of HS(D) 9376 PT 74,;PD Waterfront HS(D) 8376 PT 74,;Port Dickson,;5,;MY,;71000,;(2.52246904373169 101.791603088379),;2.52246904373169,;101.79160308837891,
1005976,;Taman Connaught,;21707-214566,;,;2 Jalan Menara Gading 1 Ground Floor Taman Connaught,;2 Jalan Menara Gading 1,;Kuala Lumpur,;14,;MY,;56000,;(3.08086490631104 101.733573913574),;3.080864906311035,;101.73357391357422,
1005995,;Avenue K,;20431-205551,;,;156 Jalan Ampang G-7 Ground Floor,;156 Jalan Ampang,;Kuala Lumpur,;14,;MY,;50450,;(3.15931797027588 101.713706970215),;3.159317970275879,;101.71370697021484,
1006367,;Petronas Rawang R&R,;22142-218089,;,;Rawat Rawang Lebuhraya Utara Selatan (Arah Utara),;Rawat Rawang Lebuhraya Utara Selatan,;Rawang,;10,;MY,;48000,;(3.33021402359009 101.558082580566),;3.330214023590088,;101.55808258056641,
1006349,;AEON Kulaijaya,;20876-208707,;,;Persiaran Indahpura Utama Bdr Indahpura G68 Ground Floor,;Persiaran Indahpura Utama Bdr Indahpura,;Johor Bharu,;1,;MY,;81000,;(1.63971900939941 103.617454528809),;1.639719009399414,;103.61745452880859,
1006365,;Menara Axis,;22140-218092,;,;No.2 Jln 51A/223 Ground Floor,;No.2 Jln 51A/223,;Petaling Jaya,;10,;MY,;46100,;(3.10364198684692 101.638961791992),;3.103641986846924,;101.63896179199219,
1006366,;Wisma UOA,;22141-218086,;,;No.19 Jalan Pinang 19-1-2 Ground Floor,;No.19 Jalan Pinang,;Kuala Lumpur,;14,;MY,;50450,;(3.1527578830719 101.711929321289),;3.152757883071899,;101.71192932128906,
1006368,;Petronas Ampang Jaya,;22143-218093,;,;Tmn Dato Ahmad Razali Phase 1 Grd Floor,;Tmn Dato Ahmad Razali,;Ampang,;10,;MY,;68000,;(3.16092610359192 101.75496673584),;3.160926103591919,;101.75496673583984,
1006395,;Cheras Sentral,;18461-186352,;,;Lot LG-16 17 & 18 Low Ground Floor Cheras Sentral,;Lot LG-16 17 & 18 Low Ground Floor,;Kuala Lumpur,;14,;MY,;56000,;(3.07833409309387 101.745094299316),;3.078334093093872,;101.74509429931641,
1006459,;Sunway Tambun DT,;20065-147988,;,;Part of Lost HS(D) KA 72917 Mukim Hulu Kinta Daerah Kinta,;Part of Lost HS(D) KA 72917 Mukim Hulu,;Ipoh,;8,;MY,;31150,;(4.62614011764526 101.154792785645),;4.626140117645264,;101.15479278564453,
1006503,;Kluang Mall,;22145-218090,;,;Jln Rambutan G-10 Ground Floor,;Jln Rambutan,;Bandar Kluang Kluang,;1,;MY,;86000,;(2.04017210006714 103.320083618164),;2.040172100067139,;103.32008361816406,
1006572,;Club Nexu5,;19120-178904,;,;Club Nexu5 Bangsar South Lot F&B 01 Ground Floor,;Club Nexu5 Bangsar South,;Kuala Lumpur,;14,;MY,;59200,;(3.12728810310364 101.678123474121),;3.127288103103638,;101.67812347412109,
1006583,;Imperial City Mall,;19720-201166,;,;Jalan Merpati Ground Floor,;Jalan Merpati,;Miri,;13,;MY,;98000,;(4.39970588684082 113.992004394531),;4.39970588684082,;113.99200439453125,
1006718,;Petronas Bayu Senibong,;22152-218094,;,;Taman Bayu Senibong Mukim Plentong PTD 148135,;Taman Bayu Senibong Mukim Plentong,;Bayu Senibong,;1,;MY,;81750,;(1.49441802501678 103.800193786621),;1.494418025016785,;103.80019378662109,
1006607,;KOTA KEMUNING,;16621-173245,;035110 0642,;Jalan Anggerik Vanila Kota Kemuning Seksyen 31 part of lot PT128300,;Jalan Anggerik Vanila Kota Kemuning,;Shad Alam,;10,;MY,;40460,;(2.9907329082489 101.547996520996),;2.990732908248901,;101.54799652099609,
1006868,;Petron Genting Permai,;22609-222727,;,;Jalan Permai 2 Genting Permai Avenue Lot 21078,;Jalan Permai 2 Genting Permai Avenue,;Genting Highlands,;6,;MY,;69000,;(3.38845300674438 101.774101257324),;3.388453006744385,;101.77410125732422,
1007348,;Starbucks Teluk Cempedak,;22610-222730,;,;Jalan Tengku Abu Bakar No 1&2 Pusat Rekreasi Teluk Cempedak,;Jalan Tengku Abu Bakar,;Kuantan,;6,;MY,;25050,;(3.81238698959351 103.371757507324),;3.812386989593506,;103.37175750732422,
1007997,;NU Sentral,;18456-156705,;,;No.201 Jalan Tun Sambathan Lot 14&15 Concourse Floor,;No.201 Jalan Tun Sambathan,;Kuala Lumpur,;14,;MY,;,;(3.13318395614624 101.686584472656),;3.13318395614624,;101.68658447265625,
1008315,;Teknology Park Malaysia DT,;21868-213704,;,;Jalan Teknologi Malaysia Wisma Scope International PT15084,;Jalan Teknologi Malaysia,;Kuala Lumpur,;14,;MY,;57000,;(3.04673790931702 101.688514709473),;3.046737909317017,;101.68851470947266,
1008086,;Main Place,;19754-195208,;,;Jalan USJ 21/10 Persiaran Kewajipan Lot No. GF-01,;Jalan USJ 21/10 Persiaran Kewajipan,;Subang Jaya,;10,;MY,;47630,;(3.02677607536316 101.58162689209),;3.026776075363159,;101.58162689208984,
1006954,;Encorp Strand,;22532-221926,;,;No 1. Kalan PJU 5/23 Pusat Perdagangan Log G-08 &G-09 Ground floor,;No 1. Kalan PJU 5/23 Pusat Perdagangan,;Petaling Jaya,;10,;MY,;47810,;(3.15583109855652 101.593551635742),;3.155831098556519,;101.59355163574219,
1008046,;Gateway at KLIA2,;19337-195305,;,;Unit No. L3-25 Level 3 Gateway @ KLIA2,;Unit No. L3-25 Level 3 Gateway @ KLIA2,;Sepang,;10,;MY,;64000,;(2.74398303031921 101.685501098633),;2.743983030319214,;101.68550109863281,
1008050,;KLIA2 - Airside Domestic,;19406-198925,;,;S1-1a-A02 Domestic Departure & Arrival Level (Airside) KLIA2,;S1-1a-A02 Domestic Departure & Arrival,;Sepang,;10,;MY,;64000,;(2.74243402481079 101.687232971191),;2.742434024810791,;101.68723297119141,
1008228,;Medan Gopeng,;21353-212064,;,;Jalan Raja Dr. Nazrin Shah Jalan Gopeng Kampung Rapat,;Jalan Raja Dr. Nazrin Shah Jalan Gopeng,;Ipoh,;8,;MY,;31350,;(4.57346677780151 101.111068725586),;4.573466777801514,;101.11106872558594,
1010042,;AEON - Bukit Mertajam,;24509-238149,;,;Lot G08 & G08A,;Lot G08 & G08A,;Bukit Mertajam,;7,;MY,;14000,;(5.37120914459229 100.440574645996),;5.371209144592285,;100.44057464599609,
1008509,;Sri Pinang DT,;22745-224006,;,;Lebuh Sungai Pinang L1-1 L1-2 L1-3 L2-1,;Lebuh Sungai Pinang,;Georgetown,;7,;MY,;11600,;(5.3969578742981 100.328636169434),;5.396957874298096,;100.32863616943359,
1008575,;Burmah Road,;23030-227024,;,;Jalan Burmah 403-A,;Jalan Burmah,;Georgetown,;7,;MY,;10350,;(5.42697477340698 100.31591796875),;5.426974773406982,;100.31591796875,
1009763,;Kepong Village Mall,;23233-228626,;,;No.3 Jln 7A/62A Bdr Menjalara Lot G1 & G2 Ground Floor,;No.3 Jln 7A/62A Bdr Menjalara,;Kuala Lumpur,;14,;MY,;52200,;(3.19316005706787 101.633743286133),;3.193160057067871,;101.63374328613281,
1010424,;Bandar Puteri Puchong,;24238-236224,;,;Lot TC-05 IOI Galleria @ The Cube No. G-2 Jalan Puteri 7/13A Bandar Puteri,;Lot TC-05 IOI Galleria @ The Cube,;Puchong,;10,;MY,;47100,;(3.02594494819641 101.615104675293),;3.025944948196411,;101.61510467529297,
1008317,;Quill City Mall,;21871-206347,;,;Jalan Sultan Ismail,;Jalan Sultan Ismail,;Kuala Lumpur,;14,;MY,;50250,;(3.15968489646912 101.700325012207),;3.159684896469116,;101.70032501220703,
1011233,;MBC Tower,;25155-237965,;,;11 Jalan Raja Laut Ground Floor,;11 Jalan Raja Laut,;KL,;14,;MY,;50100,;(3.15536594390869 101.694664001465),;3.155365943908691,;101.69466400146484,
1008435,;The Shore,;22462-221127,;,;Jalan Persiaran Bunga Raya GF-10,;Jalan Persiaran Bunga Raya,;Melaka Tengah,;4,;MY,;75300,;(2.20291900634766 102.249946594238),;2.202919006347656,;102.24994659423828,
1008475,;AEON Taiping,;22627-222729,;,;Lot G08 Ground Floor AEON Mall Taiping Jalan Kamunting,;Lot G08 Ground Floor AEON Mall Taiping,;Taiping,;8,;MY,;34600,;(4.87308883666992 100.728187561035),;4.873088836669922,;100.72818756103516,
1010430,;IOI City,;24880-197644,;,;Unit No. GE-2 Ground Floor IOI City Mall,;Unit No. GE-2 Ground Floor,;Putrajaya,;16,;MY,;62502,;(2.9697630405426 101.714004516602),;2.969763040542602,;101.71400451660156,
1011021,;Menara Binjai,;24275-236921,;,;No.2 Jalan Binjai G-02,;No.2 Jalan Binjai,;Kuala Lumpur,;14,;MY,;50450,;(3.1597011089325 101.718727111816),;3.159701108932495,;101.71872711181641,
1011236,;Taman Molek,;25161-238184,;,;Jalan Molek 3/20 Taman Molek 21-G & 21-1,;Jalan Molek 3/20 Taman Molek,;Taman Molek,;1,;MY,;81100,;(1.52734196186066 103.793296813965),;1.527341961860657,;103.79329681396484,
1011377,;Wisma UOA Damansara,;33907-237935,;03-20110959,;Blok C-C1-C2 Level 1 Jalan Beringin Pusat Bandar Damansara,;Blok C-C1-C2 Level 1 Jalan Beringin,;Kuala Lumpur,;14,;MY,;50490,;(3.11058211326599 101.682273864746),;3.110582113265991,;101.68227386474609,
1011379,;LCCT,;6013-242485,;03-87871066,;KL International Airport Lot LCPC 18 Public Concourse,;KL International Airport,;Sepang,;10,;MY,;64000,;(2.74377393722534 101.685668945313),;2.743773937225342,;101.6856689453125,
1011307,;Danga Bay,;25311-240185,;,;Sales Gallery Lot PTB 22056 Danga Bay Jalan Skudai,;Sales Gallery Lot PTB 22056 Danga Bay,;Johor Bahru,;1,;MY,;80200,;(1.48795700073242 103.710731506348),;1.487957000732422,;103.71073150634766,
1009549,;Kampar Tin Village,;23238-228624,;,;Lot No. 5 & 6 Ground Floor Tin Village Mall,;Lot No. 5 & 6 Ground Floor,;Kampar,;8,;MY,;31900,;(4.32680606842041 101.146766662598),;4.32680606842041,;101.14676666259766,
1010205,;Sunway Pinnacle,;24625-238385,;032035 5869,;Mezzanine Floor The Pinnacle Persiaran Bandar Sunway,;Mezzanine Floor The Pinnacle Persiaran,;Petaling Jaya,;10,;MY,;46150,;(3.07001805305481 101.61011505127),;3.07001805305481,;101.61011505126953,
1011278,;One City,;25148-239966,;,;Jalan USJ 25/1 No A-GF-03 A-GF-03A & A-GF-03B,;Jalan USJ 25/1,;Subang Jaya,;10,;MY,;47650,;(3.02082490921021 101.580543518066),;3.020824909210205,;101.58054351806641,
1011250,;Mid Valley 2,;25308-240184,;,;T-073 Third Floor Mid Valley Megamall Lingkaran Syed Putra,;T-073 Third Floor Mid Valley Megamall,;Kuala Lumpur,;14,;MY,;59200,;(1.46707403659821 103.727485656738),;1.467074036598206,;103.72748565673828,
1008218,;Tesco Tebrau,;21233-210285,;,;No.1 Persiaran Desa Tebrau Lot No.G7 & G8 Ground Floor,;No.1 Persiaran Desa Tebrau,;Johor Bahru,;1,;MY,;81100,;(1.55039703845978 103.796966552734),;1.550397038459778,;103.79696655273438,
1008180,;Oceanus Waterfront,;20800-207344,;,;Jalan Fuad Stephen Unit G35 Ground Floor,;Jalan Fuad Stephen,;Kota Kinabalu,;12,;MY,;88000,;(5.97709178924561 116.068672180176),;5.977091789245606,;116.06867218017578,
1008373,;Damansara Perdana,;22157-218091,;,;Jalan PJU 8/8 A=LG-03,;Jalan PJU 8/8,;Petaling Jaya,;10,;MY,;47820,;(3.16587209701538 101.612007141113),;3.165872097015381,;101.61200714111328,
1008269,;SDMC,;21579-208704,;,;Sime Darby Medical Centre No. 1 Jalan SS 12/1a SS12 Subang Jaya,;Sime Darby Medical Centre No. 1,;Selangor,;10,;MY,;47500,;(3.0782790184021 101.593635559082),;3.0782790184021,;101.59363555908203,
1011218,;Shell Bandar Seri Alam,;24971-239310,;,;Lot S1 Ground Floor PTD 220529 Persiaran Seri Alam Bandar Seri Alam,;Lot S1 Ground Floor PTD 220529,;MUKIM PLENTONG,;1,;MY,;81750,;(1.51065301895142 103.877586364746),;1.510653018951416,;103.87758636474609,
1009379,;Imago KK Times Square,;23673-216288,;,;G33B & G33C Ground Floor Imago KK Times Square,;G33B & G33C Ground Floor,;Kota Kinabalu,;12,;MY,;88100,;(5.97010612487793 116.06600189209),;5.97010612487793,;116.06600189208984,
1011268,;Capital Squar,;32113-216304,;03-22027958,;No. 8 Jalan Munshi Abdullah Lot G-2 Ground Floor,;No. 8 Jalan Munshi Abdullah,;Kuala Lumpur,;14,;MY,;50100,;(3.15456509590149 101.699851989746),;3.154565095901489,;101.69985198974609,
1011271,;Jaya Shopping Centre,;33903-213724,;,;Lot G15 & G-16 Ground Floor Lot G 15A & G-16 Ground Floor,;Lot G15 & G-16 Ground Floor,;Petaling Jaya,;10,;MY,;46100,;(3.10956501960754 101.637115478516),;3.109565019607544,;101.63711547851563,
1011272,;The Mall,;33921-212504,;03-40502738,;No. 100 Jalan Putra No. G40,;No. 100 Jalan Putra,;Kuala Lumpur,;14,;MY,;50350,;(3.16626811027527 101.692291259766),;3.166268110275269,;101.69229125976563,
1011682,;Icon City DT,;25802-242470,;,;Bukit Tengah,;Bukit Tengah,;Bukit Mertajam,;7,;MY,;14000,;(5.343581199646 100.433715820313),;5.343581199645996,;100.4337158203125,
1011824,;Citta Mall,;26044-243286,;,;G15 Ground Floor Citta Mall 1 Jln PJU 1A/48 Jln PJU 1 Ara Dsara,;G15 Ground Floor Citta Mall,;Selangor,;10,;MY,;47301,;(3.1120970249176 101.578720092773),;3.112097024917602,;101.57872009277344,
1012034,;KLCC 1 (Closed),;33929-242473,;0,;Kuala Lumpur City Centre Lot G45A Ground Floor,;Kuala Lumpur City Centre,;Kuala Lumpur,;14,;MY,;,;(3.15759992599487 101.716522216797),;3.157599925994873,;101.71652221679688,
1010421,;Atria,;23249-228625,;,;G39 Ground Floor Atria Shopping Gallery Jalan 22/23 Damansara Jaya,;G39 Ground Floor Atria Shopping Gallery,;Petaling Jaya,;10,;MY,;47400,;(3.12716698646545 101.616584777832),;3.127166986465454,;101.61658477783203,
1009762,;Batu Ferringhi,;23201-228504,;,;69 Jalan Batu Ferringhi,;69 Jalan Batu Ferringhi,;Penang,;7,;MY,;11000,;(5.47379493713379 100.246719360352),;5.473794937133789,;100.24671936035156,
1012018,;Komtar JBCC,;26648-244844,;,;Lot No.239 Second Floor JBCC Johor Bahru City Centre,;Lot No.239 Second Floor JBCC,;Johor Bahru,;16,;MY,;80000,;(1.46294903755188 103.763404846191),;1.46294903755188,;103.76340484619141,
1011269,;East Coast Mall (Closed),;32480-225566,;09-5609209,;East Coast Mall No. GF-06 Alfresco Ground Floor,;East Coast Mall,;Kuantan,;6,;MY,;25200,;(3.818932056427 103.326385498047),;3.818932056427002,;103.32638549804688,
1008217,;KLIA Contact Pier,;21229-210286,;012644 8660,;Contact Pier KL International Airport Sepang,;Contact Pier KL International Airport,;Selangor,;10,;MY,;64000,;(2.75160002708435 101.705787658691),;2.751600027084351,;101.70578765869141,
1008281,;Bintulu Times Square Mall,;21630-213708,;,;Lot No. 20B Level 1 Time Square Megamall,;Lot No. 20B Level 1,;Bintulu,;13,;MY,;97014,;(4.40553998947144 102.233177185059),;4.405539989471436,;102.23317718505859,
1013116,;Tesco Jenjarom,;28343-250636,;,;G6 Grd Flr Tesco Jenjarom 1 Jln 1/1 Tmn Seri Jaromas Jenjarom,;G6 Grd Flr Tesco Jenjarom,;Selangor,;10,;MY,;,;(3.1177499294281 101.422592163086),;3.117749929428101,;101.42259216308594,
1013219,;Aman Central,;25680-212065,;04731 3770,;Lot G35 & G80 Aman Central Mall Alor Setar Town Kedah Darul Aman,;Lot G35 & G80 Aman Central Mall,;Alor Setar,;2,;MY,;,;(6.12573003768921 100.366271972656),;6.125730037689209,;100.36627197265625,
1008022,;Lot 10,;18947-196928,;,;50 Jalan Sultan Ismail Lot H-20 Terrace Lot 10 Shopping Centre,;50 Jalan Sultan Ismail,;Kuala Lumpur,;14,;MY,;50250,;(3.14619493484497 101.71174621582),;3.146194934844971,;101.71174621582031,
1013583,;Ansa,;29500-253992,;321130015,;Lot G.03 Ground Floor 101 Jalan Bukit Bintang,;Lot G.03 Ground Floor,;Kuala Lumpur,;14,;MY,;,;(3.14776992797852 101.694030761719),;3.147769927978516,;101.69403076171875,
1013409,;AEON Klebang,;27915-249188,;05291 4366,;Lot G.05 Ground Floor Aeon Mall Ipoh Klebang,;Lot G.05 Ground Floor,;Ipoh,;8,;MY,;30010,;(4.64332008361816 101.095001220703),;4.643320083618164,;101.09500122070313,
1011819,;Pantai Medical Centre (Closed),;31233-244104,;03-22015008,;8 Jalan Bukit Pantai Part of Ground Floor,;8 Jalan Bukit Pantai,;Kuala Lumpur,;14,;MY,;59100,;(3.12044596672058 101.666168212891),;3.120445966720581,;101.66616821289063,
1012649,;Mansion One,;33910-247010,;,;Ground Floor Mansion 1 Jalan Sultan Ahmad Shah,;Ground Floor Mansion 1,;Penang,;7,;MY,;10050,;(5.42225980758667 100.327003479004),;5.42225980758667,;100.32700347900391,
1011273,;Bukit Raja (Closed),;33935-190524,;03-33432842,;Persiaran Bukit Raja 2Bandar Baru Klang Lot G51 Ground Floor,;Persiaran Bukit Raja 2Bandar Baru Klang,;Klang,;10,;MY,;41150,;(3.06110191345215 101.472358703613),;3.061101913452148,;101.47235870361328,
1013239,;Alor Setar DT,;26445-240449,;04733 8094,;Jalan Alor Mengkudu PT13875138761387778 & part of PT6189,;Jalan Alor Mengkudu,;Alor Setar,;2,;MY,;5400,;(6.09631013870239 100.376647949219),;6.096310138702393,;100.37664794921875,
1013690,;TREC,;28994-252012,;,;E-G-15 & E-A-15 Ground Floor Electric Boulevard TREC,;E-G-15 & E-A-15 Ground Floor,;Kuala Lumpur,;14,;MY,;50450,;(3.1534628868103 101.700660705566),;3.153462886810303,;101.70066070556641,
1013936,;Alamanda 2 at AGC,;33953-222728,;,;Bangunan Jabatan Peguan Negara AGC Persint 4 Lot 1 Level 1,;Bangunan Jabatan Peguan Negara AGC,;Putrajaya,;10,;MY,;62100,;(2.93943500518799 101.710304260254),;2.939435005187988,;101.71030426025391,
1014211,;Sooka Sentral (Closed),;7028-254567,;03-27807188,;Jalan Stesen Sentral 5 G2B Ground Floor,;Jalan Stesen Sentral 5,;Kuala Lumpur Sentral,;14,;MY,;50470,;(3.13002991676331 101.685997009277),;3.130029916763306,;101.68599700927734,
1013879,;Vivacity Megamall,;26909-228505,;82263673,;NA Na,;NA,;NA,;13,;MY,;NA,;(1.52876996994019 110.362030029297),;1.528769969940186,;110.36203002929688,
1014014,;Seri Austin DT,;28255-250643,;,;Jalan Seri Austin 1 Taman Seri Austin,;Jalan Seri Austin 1,;Johor Bahru,;1,;MY,;81100,;(1.58027005195618 103.747108459473),;1.580270051956177,;103.74710845947266,
1013062,;Da Men,;25804-242471,;,;Lot LG-8 Lower Ground Floor Jalan USJ Sentral 1 USJ Sentral,;Lot LG-8 Lower Ground Floor,;Subang Jaya,;10,;MY,;47500,;(3.07143807411194 101.576950073242),;3.071438074111938,;101.57695007324219,
1011164,;Kota Laksamana DT,;24106-235604,;,;Plot B Lot 2065 Pekan Klebang Seksyen IV,;Plot B Lot 2065,;Melaka,;4,;MY,;,;(2.20650005340576 102.217628479004),;2.206500053405762,;102.21762847900391,
1014309,;KSL Resort,;29788-255372,;,;32 Jalan Seladang Taman Abad Johor Bahru,;32 Jalan Seladang Taman Abad,;Johor,;16,;MY,;80250,;(1.48422002792358 103.762771606445),;1.484220027923584,;103.76277160644531,
1010414,;Menara TA One,;23674-218085,;017603 6211,;Ground Floor Menara TA One 22 Jln P Ramlee,;Ground Floor Menara TA One,;Kuala Lumpur,;14,;MY,;50250,;(3.15645003318787 101.709747314453),;3.156450033187866,;101.70974731445313,
1014412,;Muar Bakri,;28251-250642,;,;Lot No. PTB 16019 Ground Floor Jalan Bakri Muar Johor,;Lot No. PTB 16019 Ground Floor,;Muar,;1,;MY,;84000,;(2.05189990997314 102.596000671387),;2.051899909973144,;102.59600067138672,
1014504,;Sunway Pyramid 3,;29921-255992,;,;SP3G001GFSunway Pyramid Shopping Mall3 3 Jln PJS 11/15 Bandar Sunway,;SP3G001GFSunway Pyramid Shopping Mall3,;Petaling Jaya,;10,;MY,;47500,;(3.06537008285522 101.591003417969),;3.065370082855225,;101.59100341796875,
1014404,;Kota Kinabalu Intl Airport (Landsid,;47722-259544,;,;L1L10 Lvl 1 Landside Terminal 1,;L1L10 Lvl 1 Landside Terminal 1,;Sabah,;12,;MY,;88740,;(5.97046995162964 116.086532592773),;5.970469951629639,;116.08653259277344,
1013876,;Raja Uda DT,;26885-245712,;,;Butterworth Business City Centre Jalan Raja Uda,;Butterworth Business City Centre,;Butterworth,;7,;MY,;12300,;(5.42611980438232 100.38200378418),;5.426119804382324,;100.38200378417969,
1014728,;Mines City DT,;47928-260550,;,;L3-19AP Level 3 The Mines Jalan Dulang MINES Resort City,;L3-19AP Level 3 The Mines,;Seri Kembangan,;10,;MY,;43300,;(3.02774810791016 101.718315124512),;3.027748107910156,;101.71831512451172,
